2008,7,22,97359.0
2008,7,23,97359.0
2008,7,24,97359.0
2008,7,25,97359.0
2008,7,28,97359.0
2008,7,29,97359.0
2008,7,30,97359.0
2008,7,31,97361.0
2008,8,1,97301.0
2008,8,4,97301.0
2008,8,5,97389.0
2008,8,6,98341.0
2008,8,7,97916.0
2008,8,8,97799.0
2008,8,11,97853.0
2008,8,12,98766.0
2008,8,13,102694.0
2008,8,14,101869.0
2008,8,15,100634.0
2008,8,18,100254.0
2008,8,19,100254.0
2008,8,20,100254.0
2008,8,21,100254.0
2008,8,22,100254.0
2008,8,25,100254.0
2008,8,26,100254.0
2008,8,27,100254.0
2008,8,28,100254.0
2008,8,29,100254.0
2008,9,2,100254.0
2008,9,3,100254.0
2008,9,4,100254.0
2008,9,5,100254.0
2008,9,8,100254.0
2008,9,9,100254.0
2008,9,10,100254.0
2008,9,11,100254.0
2008,9,12,100254.0
2008,9,15,100254.0
2008,9,16,100254.0
2008,9,17,100254.0
2008,9,18,100254.0
2008,9,19,100254.0
2008,9,22,100254.0
2008,9,23,100254.0
2008,9,24,100254.0
2008,9,25,100254.0
2008,9,26,100254.0
2008,9,29,100254.0
2008,9,30,100254.0
2008,10,1,100254.0
2008,10,2,100254.0
2008,10,3,100254.0
2008,10,6,100254.0
2008,10,7,100254.0
2008,10,8,100254.0
2008,10,9,100254.0
2008,10,10,100254.0
2008,10,13,100254.0
2008,10,14,100254.0
2008,10,15,100254.0
2008,10,16,100254.0
2008,10,17,100254.0
2008,10,20,100254.0
2008,10,21,100254.0
2008,10,22,100254.0
2008,10,23,100254.0
2008,10,24,100254.0
2008,10,27,100254.0
2008,10,28,100254.0
2008,10,29,100254.0
2008,10,30,100254.0
2008,10,31,100254.0
2008,11,3,100254.0
2008,11,4,100254.0
2008,11,5,100254.0
2008,11,6,100254.0
2008,11,7,100254.0
2008,11,10,100254.0
2008,11,11,100254.0
2008,11,12,100254.0
2008,11,13,100254.0
2008,11,14,100254.0
2008,11,17,100254.0
2008,11,18,100254.0
2008,11,19,100254.0
2008,11,20,100254.0
2008,11,21,100254.0
2008,11,24,100254.0
2008,11,25,100254.0
2008,11,26,100254.0
2008,11,28,100254.0
2008,12,1,100254.0
2008,12,2,100254.0
2008,12,3,100254.0
2008,12,4,100254.0
2008,12,5,100254.0
2008,12,8,100254.0
2008,12,9,100254.0
2008,12,10,100254.0
2008,12,11,100254.0
2008,12,12,100254.0
2008,12,15,100254.0
2008,12,16,100254.0
2008,12,17,100254.0
2008,12,18,100254.0
2008,12,19,100254.0
2008,12,22,100254.0
2008,12,23,100254.0
2008,12,24,100254.0
2008,12,26,100254.0
2008,12,29,100254.0
2008,12,30,100254.0
2008,12,31,100254.0
2009,1,2,100254.0
2009,1,5,100254.0
2009,1,6,100254.0
2009,1,7,100300.0
2009,1,8,100372.0
2009,1,9,100380.0
2009,1,12,100129.0
2009,1,13,100250.0
2009,1,14,100250.0
2009,1,15,100250.0
2009,1,16,100250.0
2009,1,20,100250.0
2009,1,21,100250.0
2009,1,22,100250.0
2009,1,23,100250.0
2009,1,26,100250.0
2009,1,27,100250.0
2009,1,28,100250.0
2009,1,29,100250.0
2009,1,30,100250.0
2009,2,2,100250.0
2009,2,3,100250.0
2009,2,4,100250.0
2009,2,5,100250.0
2009,2,6,100250.0
2009,2,9,100250.0
2009,2,10,100250.0
2009,2,11,100250.0
2009,2,12,100250.0
2009,2,13,100250.0
2009,2,17,100250.0
2009,2,18,100250.0
2009,2,19,100250.0
2009,2,20,100250.0
2009,2,23,100250.0
2009,2,24,100250.0
2009,2,25,100250.0
2009,2,26,100250.0
2009,2,27,100250.0
2009,3,2,100250.0
2009,3,3,100250.0
2009,3,4,100250.0
2009,3,5,100250.0
2009,3,6,100250.0
2009,3,9,100250.0
2009,3,10,100250.0
2009,3,11,100250.0
2009,3,12,100250.0
2009,3,13,100250.0
2009,3,16,100250.0
2009,3,17,100250.0
2009,3,18,100250.0
2009,3,19,100235.0
2009,3,20,100232.0
2009,3,23,100343.0
2009,3,24,100348.0
2009,3,25,100380.0
2009,3,26,100412.0
2009,3,27,100403.0
2009,3,30,100408.0
2009,3,31,100479.0
2009,4,1,100479.0
2009,4,2,100479.0
2009,4,3,100479.0
2009,4,6,100479.0
2009,4,7,100479.0
2009,4,8,100479.0
2009,4,9,100479.0
2009,4,13,100479.0
2009,4,14,100476.0
2009,4,15,100501.0
2009,4,16,100531.0
2009,4,17,100430.0
2009,4,20,100435.0
2009,4,21,100499.0
2009,4,22,100397.0
2009,4,23,100448.0
2009,4,24,100423.0
2009,4,27,100423.0
2009,4,28,100423.0
2009,4,29,100423.0
2009,4,30,100540.0
2009,5,1,100510.0
2009,5,4,101731.0
2009,5,5,101105.0
2009,5,6,101718.0
2009,5,7,102289.0
2009,5,8,103711.0
2009,5,11,104473.0
2009,5,12,104014.0
2009,5,13,102878.0
2009,5,14,103439.0
2009,5,15,103575.0
2009,5,18,103575.0
2009,5,19,103575.0
2009,5,20,103575.0
2009,5,21,103575.0
2009,5,22,103575.0
2009,5,26,103575.0
2009,5,27,103575.0
2009,5,28,103575.0
2009,5,29,103575.0
2009,6,1,103844.0
2009,6,2,103856.0
2009,6,3,103599.0
2009,6,4,103652.0
2009,6,5,103617.0
2009,6,8,103730.0
2009,6,9,103835.0
2009,6,10,103796.0
2009,6,11,103881.0
2009,6,12,103768.0
2009,6,15,103768.0
2009,6,16,103768.0
2009,6,17,103768.0
2009,6,18,103768.0
2009,6,19,103768.0
2009,6,22,103768.0
2009,6,23,103768.0
2009,6,24,103768.0
2009,6,25,103768.0
2009,6,26,103768.0
2009,6,29,103768.0
2009,6,30,103768.0
2009,7,1,103768.0
2009,7,2,103768.0
2009,7,6,103768.0
2009,7,7,103768.0
2009,7,8,103768.0
2009,7,9,103768.0
2009,7,10,103768.0
2009,7,13,103768.0
2009,7,14,103768.0
2009,7,15,103768.0
2009,7,16,103768.0
2009,7,17,103768.0
2009,7,20,103768.0
2009,7,21,103765.0
2009,7,22,103909.0
2009,7,23,103997.0
2009,7,24,103993.0
2009,7,27,104206.0
2009,7,28,104625.0
2009,7,29,104894.0
2009,7,30,104788.0
2009,7,31,104900.0
2009,8,3,104910.0
2009,8,4,104654.0
2009,8,5,104320.0
2009,8,6,104563.0
2009,8,7,104918.0
2009,8,10,104576.0
2009,8,11,104576.0
2009,8,12,104576.0
2009,8,13,104576.0
2009,8,14,104576.0
2009,8,17,104576.0
2009,8,18,104576.0
2009,8,19,104576.0
2009,8,20,104576.0
2009,8,21,104576.0
2009,8,24,104565.0
2009,8,25,104547.0
2009,8,26,104556.0
2009,8,27,104547.0
2009,8,28,104532.0
2009,8,31,104349.0
2009,9,1,104099.0
2009,9,2,104343.0
2009,9,3,104582.0
2009,9,4,104845.0
2009,9,8,104845.0
2009,9,9,104845.0
2009,9,10,104845.0
2009,9,11,104793.0
2009,9,14,105018.0
2009,9,15,105142.0
2009,9,16,105378.0
2009,9,17,105166.0
2009,9,18,105304.0
2009,9,21,105488.0
2009,9,22,106024.0
2009,9,23,106028.0
2009,9,24,105926.0
2009,9,25,106085.0
2009,9,28,106226.0
2009,9,29,106296.0
2009,9,30,106296.0
2009,10,1,106296.0
2009,10,2,106296.0
2009,10,5,106296.0
2009,10,6,106296.0
2009,10,7,106296.0
2009,10,8,106296.0
2009,10,9,106296.0
2009,10,12,106296.0
2009,10,13,106296.0
2009,10,14,106296.0
2009,10,15,106296.0
2009,10,16,106358.0
2009,10,19,106388.0
2009,10,20,106320.0
2009,10,21,106191.0
2009,10,22,106423.0
2009,10,23,106206.0
2009,10,26,105984.0
2009,10,27,105984.0
2009,10,28,105984.0
2009,10,29,105984.0
2009,10,30,105984.0
2009,11,2,105984.0
2009,11,3,105984.0
2009,11,4,105984.0
2009,11,5,105984.0
2009,11,6,105984.0
2009,11,9,105984.0
2009,11,10,105984.0
2009,11,11,105984.0
2009,11,12,105984.0
2009,11,13,105984.0
2009,11,16,105984.0
2009,11,17,105984.0
2009,11,18,105900.0
2009,11,19,105752.0
2009,11,20,105755.0
2009,11,23,105738.0
2009,11,24,105693.0
2009,11,25,105693.0
2009,11,27,105693.0
2009,11,30,105693.0
2009,12,1,105693.0
2009,12,2,105693.0
2009,12,3,105693.0
2009,12,4,105693.0
2009,12,7,105693.0
2009,12,8,105693.0
2009,12,9,105693.0
2009,12,10,105693.0
2009,12,11,105693.0
2009,12,14,105693.0
2009,12,15,105441.0
2009,12,16,105240.0
2009,12,17,104912.0
2009,12,18,105136.0
2009,12,21,105215.0
2009,12,22,105333.0
2009,12,23,105539.0
2009,12,24,105641.0
2009,12,28,105624.0
2009,12,29,105844.0
2009,12,30,105758.0
